Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender	UCD - ICD-10 113 Cause List	UCD - ICD-10 113 Cause List Code	Deaths	Population
65-69	A-PI	2186-2	15	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	44	25884
65-69	A-PI	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	16	16152
65-69	A-PI	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	8895
65-69	A-PI	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	17	18260
65-69	A-PI	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	30	38023
65-69	A-PI	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	21	25324
65-69	A-PI	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	12	15050
65-69	2054-5	2186-2	1	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	119	29952
65-69	2054-5	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	14	5156
65-69	2054-5	2186-2	5	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	36	9467
65-69	2054-5	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	192	53936
65-69	2054-5	2186-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	12	3592
65-69	2054-5	2186-2	9	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	17	7688
65-69	2054-5	2186-2	10	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	4817
65-69	2054-5	2186-2	11	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	43	8774
65-69	2054-5	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	172	65613
65-69	2054-5	2186-2	13	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	225	66378
65-69	2054-5	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	164	43160
65-69	2054-5	2186-2	18	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	44	11814
65-69	2054-5	2186-2	20	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	3124
65-69	2054-5	2186-2	21	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	23	7214
65-69	2054-5	2186-2	22	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	146	32802
65-69	2054-5	2186-2	24	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	132	44265
65-69	2054-5	2186-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	20	9087
65-69	2054-5	2186-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	174	33998
65-69	2054-5	2186-2	28	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	116	23337
65-69	2054-5	2186-2	29	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	58	15250
65-69	2054-5	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	31	5388
65-69	2054-5	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	77	27630
65-69	2054-5	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	240	71231
65-69	2054-5	2186-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	161	53161
65-69	2054-5	2186-2	39	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	131	32455
65-69	2054-5	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	20	5739
65-69	2054-5	2186-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	128	31012
65-69	2054-5	2186-2	45	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	98	34389
65-69	2054-5	2186-2	47	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	88	23586
65-69	2054-5	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	266	61963
65-69	2054-5	2186-2	51	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	118	36918
65-69	2054-5	2186-2	55	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	32	5866
65-69	2054-5	NS	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	10	Not Applicable
65-69	2106-3	2135-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	49	25321
65-69	2106-3	2135-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	275	181204
65-69	2106-3	2135-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	18	13199
65-69	2106-3	2135-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	127	93660
65-69	2106-3	2135-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	27	21769
65-69	2106-3	2135-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	12	7289
65-69	2106-3	2135-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	13	4523
65-69	2106-3	2135-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	17	8164
65-69	2106-3	2135-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	40	22511
65-69	2106-3	2135-2	35	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	28	18782
65-69	2106-3	2135-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	102	49048
65-69	2106-3	2135-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	5029
65-69	2106-3	2135-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	13	7916
65-69	2106-3	2135-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	289	138008
65-69	2106-3	2186-2	1	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	321	105408
65-69	2106-3	2186-2	2	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	19	10713
65-69	2106-3	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	224	152110
65-69	2106-3	2186-2	5	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	209	70912
65-69	2106-3	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	901	518965
65-69	2106-3	2186-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	129	112532
65-69	2106-3	2186-2	9	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	118	79872
65-69	2106-3	2186-2	10	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	32	22894
65-69	2106-3	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	819	466206
65-69	2106-3	2186-2	13	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	393	173843
65-69	2106-3	2186-2	15	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	15	12133
65-69	2106-3	2186-2	16	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	63	39826
65-69	2106-3	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	490	238897
65-69	2106-3	2186-2	18	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	363	153373
65-69	2106-3	2186-2	19	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	152	77531
65-69	2106-3	2186-2	20	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	98	63139
65-69	2106-3	2186-2	21	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	315	113074
65-69	2106-3	2186-2	22	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	204	82049
65-69	2106-3	2186-2	23	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	74	43177
65-69	2106-3	2186-2	24	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	196	98272
65-69	2106-3	2186-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	184	158689
65-69	2106-3	2186-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	477	231051
65-69	2106-3	2186-2	27	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	131	126669
65-69	2106-3	2186-2	28	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	168	54395
65-69	2106-3	2186-2	29	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	323	144484
65-69	2106-3	2186-2	30	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	41	28605
65-69	2106-3	2186-2	31	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	62	42418
65-69	2106-3	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	163	55063
65-69	2106-3	2186-2	33	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	44	38289
65-69	2106-3	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	270	163424
65-69	2106-3	2186-2	35	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	66	34704
65-69	2106-3	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	653	348366
65-69	2106-3	2186-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	416	214625
65-69	2106-3	2186-2	38	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	27	15479
65-69	2106-3	2186-2	39	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	679	282954
65-69	2106-3	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	264	82713
65-69	2106-3	2186-2	41	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	159	110352
65-69	2106-3	2186-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	621	317542
65-69	2106-3	2186-2	44	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	51	25498
65-69	2106-3	2186-2	45	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	226	112148
65-69	2106-3	2186-2	46	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	41	19926
65-69	2106-3	2186-2	47	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	454	157720
65-69	2106-3	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	897	363583
65-69	2106-3	2186-2	49	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	81	48892
65-69	2106-3	2186-2	50	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	34	19046
65-69	2106-3	2186-2	51	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	276	163079
65-69	2106-3	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	258	162938
65-69	2106-3	2186-2	54	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	138	57265
65-69	2106-3	2186-2	55	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	235	140508
65-69	2106-3	2186-2	56	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	26	13776
65-69	2106-3	NS	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	Not Applicable
70-74	1002-5	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	13	3696
70-74	1002-5	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	16	3658
70-74	1002-5	2186-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	1912
70-74	1002-5	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	37	4749
70-74	A-PI	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	170	104145
70-74	A-PI	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	28	10775
70-74	A-PI	2186-2	15	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	51	19741
70-74	A-PI	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	17	11078
70-74	A-PI	2186-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	10	4813
70-74	A-PI	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	16	5934
70-74	A-PI	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	19	12625
70-74	A-PI	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	49	24617
70-74	A-PI	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	20	16564
70-74	A-PI	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	18	9695
70-74	2054-5	2186-2	1	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	120	19260
70-74	2054-5	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	20	3457
70-74	2054-5	2186-2	5	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	33	5965
70-74	2054-5	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	264	38031
70-74	2054-5	2186-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	2572
70-74	2054-5	2186-2	9	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	25	5601
70-74	2054-5	2186-2	10	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	17	3200
70-74	2054-5	2186-2	11	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	36	5944
70-74	2054-5	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	193	45456
70-74	2054-5	2186-2	13	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	232	42309
70-74	2054-5	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	206	30528
70-74	2054-5	2186-2	18	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	67	8452
70-74	2054-5	2186-2	21	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	27	4697
70-74	2054-5	2186-2	22	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	157	21739
70-74	2054-5	2186-2	24	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	138	29339
70-74	2054-5	2186-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	16	6635
70-74	2054-5	2186-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	156	22027
70-74	2054-5	2186-2	28	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	126	15282
70-74	2054-5	2186-2	29	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	54	10483
70-74	2054-5	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	31	3764
70-74	2054-5	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	101	20166
70-74	2054-5	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	275	54767
70-74	2054-5	2186-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	172	35265
70-74	2054-5	2186-2	39	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	118	22039
70-74	2054-5	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	26	3861
70-74	2054-5	2186-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	148	21768
70-74	2054-5	2186-2	45	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	153	22952
70-74	2054-5	2186-2	47	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	96	14982
70-74	2054-5	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	241	40793
70-74	2054-5	2186-2	51	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	140	25388
70-74	2054-5	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	2569
70-74	2054-5	2186-2	55	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	19	3792
70-74	2054-5	NS	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	10	Not Applicable
70-74	2106-3	2135-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	49	17463
70-74	2106-3	2135-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	321	127302
70-74	2106-3	2135-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	30	8910
70-74	2106-3	2135-2	9	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	15	3924
70-74	2106-3	2135-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	187	73459
70-74	2106-3	2135-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	37	14374
70-74	2106-3	2135-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	14	4716
70-74	2106-3	2135-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	21	5696
70-74	2106-3	2135-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	39	15768
70-74	2106-3	2135-2	35	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	36	13363
70-74	2106-3	2135-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	136	35629
70-74	2106-3	2135-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	14	5178
70-74	2106-3	2135-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	303	93865
70-74	2106-3	2186-2	1	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	373	81646
70-74	2106-3	2186-2	2	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	24	6596
70-74	2106-3	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	308	121948
70-74	2106-3	2186-2	5	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	254	56362
70-74	2106-3	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	1149	383312
70-74	2106-3	2186-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	161	75930
70-74	2106-3	2186-2	9	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	169	59555
70-74	2106-3	2186-2	10	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	44	17401
70-74	2106-3	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	1026	383667
70-74	2106-3	2186-2	13	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	464	127733
70-74	2106-3	2186-2	15	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	29	7945
70-74	2106-3	2186-2	16	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	87	29687
70-74	2106-3	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	613	177028
70-74	2106-3	2186-2	18	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	450	112404
70-74	2106-3	2186-2	19	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	186	57495
70-74	2106-3	2186-2	20	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	142	46588
70-74	2106-3	2186-2	21	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	403	82665
70-74	2106-3	2186-2	22	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	279	61675
70-74	2106-3	2186-2	23	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	96	30869
70-74	2106-3	2186-2	24	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	228	73148
70-74	2106-3	2186-2	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	290	114190
70-74	2106-3	2186-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	660	170885
70-74	2106-3	2186-2	27	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	172	92296
70-74	2106-3	2186-2	28	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	212	42309
70-74	2106-3	2186-2	29	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	502	109895
70-74	2106-3	2186-2	30	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	63	20598
70-74	2106-3	2186-2	31	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	84	30892
70-74	2106-3	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	193	40815
70-74	2106-3	2186-2	33	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	86	26282
70-74	2106-3	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	371	122715
70-74	2106-3	2186-2	35	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	65	25451
70-74	2106-3	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	870	255517
70-74	2106-3	2186-2	37	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	534	161196
70-74	2106-3	2186-2	38	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	30	11509
70-74	2106-3	2186-2	39	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	813	203958
70-74	2106-3	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	346	64867
70-74	2106-3	2186-2	41	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	188	78006
70-74	2106-3	2186-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	864	237563
70-74	2106-3	2186-2	44	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	51	18717
70-74	2106-3	2186-2	45	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	264	83710
70-74	2106-3	2186-2	46	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	45	14248
70-74	2106-3	2186-2	47	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	513	117882
70-74	2106-3	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	992	271442
70-74	2106-3	2186-2	49	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	99	36389
70-74	2106-3	2186-2	50	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	39	13687
70-74	2106-3	2186-2	51	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	347	119950
70-74	2106-3	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	321	114949
70-74	2106-3	2186-2	54	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	180	40930
70-74	2106-3	2186-2	55	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	292	102913
70-74	2106-3	2186-2	56	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	45	9514
70-74	2106-3	NS	25	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	Not Applicable
70-74	2106-3	NS	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	18	Not Applicable
75-79	1002-5	2186-2	2	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	819
75-79	1002-5	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	19	2352
75-79	1002-5	2186-2	40	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	42	3293
75-79	A-PI	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	255	79818
75-79	A-PI	2186-2	12	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	21	6925
75-79	A-PI	2186-2	13	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	11	3071
75-79	A-PI	2186-2	15	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	67	14664
75-79	A-PI	2186-2	17	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	20	7203
75-79	A-PI	2186-2	24	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	12	4250
75-79	A-PI	2186-2	26	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	15	2344
75-79	A-PI	2186-2	32	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	14	3838
75-79	A-PI	2186-2	34	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	23	8513
75-79	A-PI	2186-2	36	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	57	18463
75-79	A-PI	2186-2	42	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	10	3535
75-79	A-PI	2186-2	48	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	35	10339
75-79	A-PI	2186-2	51	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	15	5174
75-79	A-PI	2186-2	53	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	21	6866
75-79	2054-5	2186-2	1	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	144	14269
75-79	2054-5	2186-2	4	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	14	2342
75-79	2054-5	2186-2	5	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	48	4379
75-79	2054-5	2186-2	6	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	214	28433
75-79	2054-5	2186-2	8	F	"Diseases of heart (I00-I09,I11,I13,I20-I51)"	GR113-054	15	1853
